,head_to_head_stats_id,main_athlete_id,main_athlete_name,opponent_athlete_id,opponent_athlete_name,tournament_id,tournament_name,tournament_date,round_name,result_for_main_id,main_id,winner
247,1856,91807,Rakshitha Sree SANTHOSH RAMRAJ,99069,Yu Jin SIM,5233,YONEX Taipei Open 2025,2025-05-06,R32,Loss,91807,2
250,1799,59687,Unnati HOODA,80795,Yi-Ting HUNG,5233,YONEX Taipei Open 2025,2025-05-06,QF,Win,59687,2
251,67,68322,Ayush SHETTY,59322,Chia Hao LEE,5233,YONEX Taipei Open 2025,2025-05-06,R32,Win,68322,2
252,66,68322,Ayush SHETTY,93627,Srikanth KIDAMBI,5233,YONEX Taipei Open 2025,2025-05-06,R16,Win,68322,1
253,65,68322,Ayush SHETTY,34810,Tien Chen CHOU,5233,YONEX Taipei Open 2025,2025-05-06,SF,Loss,68322,1
254,62,68322,Ayush SHETTY,63122,Brian YANG,5233,YONEX Taipei Open 2025,2025-05-06,QF,Win,68322,1
257,1800,59687,Unnati HOODA,88079,Sih Yun LIN,5233,YONEX Taipei Open 2025,2025-05-06,R16,Win,59687,2
258,1801,59687,Unnati HOODA,74481,Anupama UPADHYAYA,5233,YONEX Taipei Open 2025,2025-05-06,R32,Win,59687,1
259,1825,74481,Anupama UPADHYAYA,59687,Unnati HOODA,5233,YONEX Taipei Open 2025,2025-05-06,R32,Loss,74481,1
260,1915,58664,Anmol KHARB,53807,Thamonwan NITHIITTIKRAI,5233,YONEX Taipei Open 2025,2025-05-06,R32,Loss,58664,2
263,2625,97168,AALISHA NAIK,58291,Barbora BURSOVÁ,5379,YONEX Luxembourg Open 2025,2025-05-01,Qual. R16,Win,97168,1
267,2621,97168,AALISHA NAIK,64956,Mutiara Ayu PUSPITASARI,5379,YONEX Luxembourg Open 2025,2025-05-01,QF,Loss,97168,1
270,2624,97168,AALISHA NAIK,54173,Tallulah Sharleen VAN COPPENOLLE,5379,YONEX Luxembourg Open 2025,2025-05-01,Qual. R32,Win,97168,1
271,2623,97168,AALISHA NAIK,98126,Anna Siess RYBERG,5379,YONEX Luxembourg Open 2025,2025-05-01,R16,Win,97168,2
272,2622,97168,AALISHA NAIK,65540,Rosy Oktavia PANCASARI,5379,YONEX Luxembourg Open 2025,2025-05-01,R32,Win,97168,1
278,1826,74481,Anupama UPADHYAYA,92837,Miu Lin NGAN,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R3,Win,74481,1
279,49,83950,H. S. PRANNOY,73442,Jonatan CHRISTIE,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R2,Loss,83950,1
280,4671,57372,DHRUV KAPILA,81705,Jesper TOFT,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R1,Loss,57372,1
281,4670,57372,DHRUV KAPILA,87045,Rehan Naufal KUSHARJANTO,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R2,Win,57372,2
283,1756,73173,V. Sindhu PUSARLA,76890,Putri Kusuma WARDANI,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R2,Loss,73173,1
284,3409,69560,Hariharan AMSAKARUNAN,85805,Rory EASTON,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R3,Loss,69560,2
285,3410,69560,Hariharan AMSAKARUNAN,91440,Muhammad Shohibul FIKRI,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R2,Loss,69560,1
289,3411,69560,Hariharan AMSAKARUNAN,92980,Kim ASTRUP,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R1,Loss,69560,1
290,50,83950,H. S. PRANNOY,91554,Anders ANTONSEN,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R1,Loss,83950,1
291,1757,73173,V. Sindhu PUSARLA,63437,Line Højmark KJAERSFELDT,5260,TotalEnergies BWF Sudirman Cup Finals 2025,2025-04-27,R1,Loss,73173,1
304,124,69093,Priyanshu RAJAWAT,92508,Kantaphon WANGCHAROEN,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Win,69093,2
305,123,69093,Priyanshu RAJAWAT,62063,Kodai NARAOKA,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R16,Loss,69093,2
306,3,68870,Lakshya SEN,59322,Chia Hao LEE,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Loss,68870,2
308,4672,57372,DHRUV KAPILA,77689,Chun Man TANG,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,QF,Loss,57372,2
311,4673,57372,DHRUV KAPILA,81108,Hong Wei YE,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R16,Win,57372,2
314,3412,69560,Hariharan AMSAKARUNAN,56203,Aaron CHIA,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R16,Loss,69560,2
315,3413,69560,Hariharan AMSAKARUNAN,58904,Madhuka DULANJANA,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Win,69560,1
316,51,83950,H. S. PRANNOY,77427,Guang Zu LU,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Loss,83950,1
317,1758,73173,V. Sindhu PUSARLA,96312,Akane YAMAGUCHI,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R16,Loss,73173,1
318,1759,73173,V. Sindhu PUSARLA,85048,Ester Nurumi Tri WARDOYO,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Win,73173,2
321,1824,74481,Anupama UPADHYAYA,35642,Ratchanok INTANON,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Loss,74481,1
322,4674,57372,DHRUV KAPILA,72675,Pang Ron HOO,5200,BANK OF NINGBO Badminton Asia Championships 2025,2025-04-08,R32,Win,57372,1
334,1000,82572,Pranay SHETTIGAR,95561,Mohamad Hafiz MOHAMED SIKKANDER,5313,TOYOTA PHUKET International Series 2025,2025-04-01,R128,Win,82572,1
340,999,82572,Pranay SHETTIGAR,66449,Chang Min WU,5313,TOYOTA PHUKET International Series 2025,2025-04-01,R64,Win,82572,1
341,998,82572,Pranay SHETTIGAR,87785,Pei Yi YANG,5313,TOYOTA PHUKET International Series 2025,2025-04-01,R32,Win,82572,1
342,997,82572,Pranay SHETTIGAR,58903,Zi Jun WANG,5313,TOYOTA PHUKET International Series 2025,2025-04-01,R16,Loss,82572,2
381,1001,82572,Pranay SHETTIGAR,70383,Shahyar SHAQEEM,5295,CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2025,2025-03-25,Qual. R32,Loss,82572,2
389,1802,59687,Unnati HOODA,95958,Yi En HSIEH,5295,CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2025,2025-03-25,R32,Loss,59687,1
412,1979,99042,Tanvi SHARMA,64956,Mutiara Ayu PUSPITASARI,5295,CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2025,2025-03-25,R16,Loss,99042,2
415,1982,99042,Tanvi SHARMA,93852,Ting Yu LIANG,5295,CIPUTRA HANOI - YONEX SUNRISE Vietnam International Challenge 2025,2025-03-25,R32,Win,99042,2
427,1986,99042,Tanvi SHARMA,84897,Juliana Viana VIEIRA,5305,Polish Open 2025,2025-03-19,R32,Win,99042,2
428,1985,99042,Tanvi SHARMA,98126,Anna Siess RYBERG,5305,Polish Open 2025,2025-03-19,R16,Win,99042,1
429,1984,99042,Tanvi SHARMA,92606,Miranda WILSON,5305,Polish Open 2025,2025-03-19,QF,Win,99042,1
434,1983,99042,Tanvi SHARMA,80795,Yi-Ting HUNG,5305,Polish Open 2025,2025-03-19,SF,Loss,99042,2
446,1760,73173,V. Sindhu PUSARLA,77002,Julie Dawall JAKOBSEN,5195,YONEX Swiss Open 2025,2025-03-18,R32,Loss,73173,2
454,1916,58664,Anmol KHARB,74481,Anupama UPADHYAYA,5195,YONEX Swiss Open 2025,2025-03-18,R32,Loss,58664,2
460,4126,71612,Treesa JOLLY,68015,Nga Ting YEUNG,5195,YONEX Swiss Open 2025,2025-03-18,QF,Win,71612,1
462,2012,70595,Shriyanshi VALISHETTY,87112,Kaloyana NALBANTOVA,5195,YONEX Swiss Open 2025,2025-03-18,Qual. QF,Loss,70595,2
463,126,69093,Priyanshu RAJAWAT,60427,Tobias KUENZI,5195,YONEX Swiss Open 2025,2025-03-18,R32,Win,69093,1
465,1829,74481,Anupama UPADHYAYA,58664,Anmol KHARB,5195,YONEX Swiss Open 2025,2025-03-18,R32,Win,74481,2
466,1828,74481,Anupama UPADHYAYA,76890,Putri Kusuma WARDANI,5195,YONEX Swiss Open 2025,2025-03-18,R16,Loss,74481,2
469,70,68322,Ayush SHETTY,58873,Rafael GAVOIS,5195,YONEX Swiss Open 2025,2025-03-18,Qual. QF,Win,68322,2
471,1857,91807,Rakshitha Sree SANTHOSH RAMRAJ,85302,Line CHRISTOPHERSEN,5195,YONEX Swiss Open 2025,2025-03-18,R32,Loss,91807,1
472,69,68322,Ayush SHETTY,77846,Cholan KAYAN,5195,YONEX Swiss Open 2025,2025-03-18,Qual. R16,Win,68322,1
476,68,68322,Ayush SHETTY,85394,Kenta NISHIMOTO,5195,YONEX Swiss Open 2025,2025-03-18,R32,Loss,68322,1
477,4127,71612,Treesa JOLLY,73268,Selin HÜBSCH,5195,YONEX Swiss Open 2025,2025-03-18,R16,Win,71612,1
478,4128,71612,Treesa JOLLY,65121,Aline MÜLLER,5195,YONEX Swiss Open 2025,2025-03-18,R32,Win,71612,1
479,125,69093,Priyanshu RAJAWAT,61628,Toma Junior POPOV,5195,YONEX Swiss Open 2025,2025-03-18,R16,Loss,69093,2
482,52,83950,H. S. PRANNOY,93627,Srikanth KIDAMBI,5195,YONEX Swiss Open 2025,2025-03-18,R32,Loss,83950,1
485,4125,71612,Treesa JOLLY,81599,Sheng Shu LIU,5195,YONEX Swiss Open 2025,2025-03-18,SF,Loss,71612,1
486,3381,72435,Satwiksairaj RANKIREDDY,89909,Hao Nan XIE,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R16,Loss,72435,1
489,4125,71612,Treesa JOLLY,81599,Sheng Shu LIU,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,QF,Loss,71612,2
491,3382,72435,Satwiksairaj RANKIREDDY,68134,Daniel LUNDGAARD,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Win,72435,2
492,4130,71612,Treesa JOLLY,88807,Shuo Yun SUNG,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Win,71612,2
493,1761,73173,V. Sindhu PUSARLA,70930,Ga Eun KIM,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Loss,73173,1
494,5,68870,Lakshya SEN,73442,Jonatan CHRISTIE,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R16,Win,68870,2
495,6,68870,Lakshya SEN,94397,Li  Yang SU,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Win,68870,2
496,4675,57372,DHRUV KAPILA,75904,Ruttanapak OUPTHONG,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Loss,57372,1
500,4129,71612,Treesa JOLLY,83419,Hye Jeong KIM,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R16,Win,71612,1
503,53,83950,H. S. PRANNOY,61628,Toma Junior POPOV,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,R32,Loss,83950,1
504,2013,70595,Shriyanshi VALISHETTY,92444,Ni Kadek Dhinda Amartya PRATIWI,5279,Ruichang China Masters 2025,2025-03-11,R32,Loss,70595,2
505,4,68870,Lakshya SEN,95476,Shi Feng LI,5238,YONEX All England Open Badminton Championships 2025,2025-03-11,QF,Loss,68870,2
524,54,83950,H. S. PRANNOY,86114,Chun-Yi LIN,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R16,Loss,83950,2
526,74,68322,Ayush SHETTY,76115,Kean Yew LOH,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Win,68322,1
528,72,68322,Ayush SHETTY,62855,Rasmus GEMKE,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,QF,Win,68322,2
529,71,68322,Ayush SHETTY,86114,Chun-Yi LIN,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,SF,Loss,68322,2
532,3414,69560,Hariharan AMSAKARUNAN,67949,Junaidi ARIF,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Loss,69560,1
534,55,83950,H. S. PRANNOY,87375,Tzu Wei WANG,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Win,83950,1
539,1803,59687,Unnati HOODA,87442,Se Young AN,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Loss,59687,1
540,1804,59687,Unnati HOODA,61614,Ciou-Tong TUNG,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,Qual. R16,Win,59687,1
541,1805,59687,Unnati HOODA,92014,Selvaduray KISONA,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,Qual. QF,Win,59687,1
545,73,68322,Ayush SHETTY,65634,Jason GUNAWAN,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R16,Win,68322,2
552,127,69093,Priyanshu RAJAWAT,94580,Alex LANIER,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Loss,69093,1
556,4676,57372,DHRUV KAPILA,62804,JONGMIN LEE,5251,Orleans Masters Badminton 2025 presented by VICTOR,2025-03-04,R32,Loss,57372,1
698,1859,91807,Rakshitha Sree SANTHOSH RAMRAJ,86261,Sin Yan Happy LO,5242,YONEX German Open 2025,2025-02-25,R16,Win,91807,2
700,1858,91807,Rakshitha Sree SANTHOSH RAMRAJ,91224,Mia BLICHFELDT,5242,YONEX German Open 2025,2025-02-25,QF,Loss,91807,1
701,1860,91807,Rakshitha Sree SANTHOSH RAMRAJ,92014,Selvaduray KISONA,5242,YONEX German Open 2025,2025-02-25,R32,Win,91807,1
717,1830,74481,Anupama UPADHYAYA,88807,Shuo Yun SUNG,5242,YONEX German Open 2025,2025-02-25,R32,Loss,74481,2
733,1809,59687,Unnati HOODA,71285,Anna TATRANOVA,5242,YONEX German Open 2025,2025-02-25,Qual. QF,Win,59687,2
736,1808,59687,Unnati HOODA,91560,Wen Yu ZHANG,5242,YONEX German Open 2025,2025-02-25,R32,Win,59687,2
737,1807,59687,Unnati HOODA,94712,Asuka TAKAHASHI,5242,YONEX German Open 2025,2025-02-25,R16,Win,59687,1
738,1806,59687,Unnati HOODA,76079,Riko GUNJI,5242,YONEX German Open 2025,2025-02-25,QF,Loss,59687,2
758,1917,58664,Anmol KHARB,76079,Riko GUNJI,5242,YONEX German Open 2025,2025-02-25,R32,Loss,58664,2
759,73,68322,Ayush SHETTY,65634,Jason GUNAWAN,5242,YONEX German Open 2025,2025-02-25,R32,Loss,68322,1
792,3415,69560,Hariharan AMSAKARUNAN,88829,Ching Heng SU,5242,YONEX German Open 2025,2025-02-25,R32,Loss,69560,2
807,128,69093,Priyanshu RAJAWAT,93627,Srikanth KIDAMBI,5242,YONEX German Open 2025,2025-02-25,R32,Win,69093,2
820,125,69093,Priyanshu RAJAWAT,61628,Toma Junior POPOV,5242,YONEX German Open 2025,2025-02-25,R16,Loss,69093,1
831,4670,57372,DHRUV KAPILA,87045,Rehan Naufal KUSHARJANTO,5242,YONEX German Open 2025,2025-02-25,SF,Loss,57372,1
833,4679,57372,DHRUV KAPILA,60980,Rohan KAPOOR,5242,YONEX German Open 2025,2025-02-25,R32,Win,57372,2
836,4678,57372,DHRUV KAPILA,88726,Jones Ralfy JANSEN,5242,YONEX German Open 2025,2025-02-25,R16,Win,57372,2
837,4677,57372,DHRUV KAPILA,57943,Jia Xuan GAO,5242,YONEX German Open 2025,2025-02-25,QF,Win,57372,1
994,1005,82572,Pranay SHETTIGAR,93192,Bima Al Ayman MODJO,5190,SBH Singapore International Challenge 2025,2025-02-18,Qual. R64,Win,82572,2
995,1004,82572,Pranay SHETTIGAR,67825,Eu Cong LOW,5190,SBH Singapore International Challenge 2025,2025-02-18,Qual. R32,Win,82572,2
996,1003,82572,Pranay SHETTIGAR,89595,Geonyeop CHO,5190,SBH Singapore International Challenge 2025,2025-02-18,R64,Win,82572,2
997,1002,82572,Pranay SHETTIGAR,98831,Ze Qing LIU,5190,SBH Singapore International Challenge 2025,2025-02-18,R32,Loss,82572,1
1008,1812,59687,Unnati HOODA,71455,Thi Trang (B) VU,5190,SBH Singapore International Challenge 2025,2025-02-18,SF,Win,59687,1
1012,1799,59687,Unnati HOODA,80795,Yi-Ting HUNG,5190,SBH Singapore International Challenge 2025,2025-02-18,QF,Win,59687,2
1020,1810,59687,Unnati HOODA,86034,Ruzana RUZANA,5190,SBH Singapore International Challenge 2025,2025-02-18,Final,Loss,59687,1
1024,1813,59687,Unnati HOODA,61568,Saena KAWAKAMI,5190,SBH Singapore International Challenge 2025,2025-02-18,R16,Win,59687,2
1025,1814,59687,Unnati HOODA,69436,Siang Syuan LIN,5190,SBH Singapore International Challenge 2025,2025-02-18,R32,Win,59687,2
1043,4131,71612,Treesa JOLLY,57992,Min Ji KIM,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,R3,Win,71612,2
1045,7,68870,Lakshya SEN,98860,Pang Fong PUI,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,R2,Win,68870,1
1046,4680,57372,DHRUV KAPILA,64944,Hiroki MIDORIKAWA,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,QF,Loss,57372,1
1048,4132,71612,Treesa JOLLY,95068,Weng Chi NG,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,R2,Win,71612,1
1049,48,83950,H. S. PRANNOY,85394,Kenta NISHIMOTO,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,QF,Loss,83950,1
1050,4681,57372,DHRUV KAPILA,82494,Dong Ju KI,5192,TSINGTAO Badminton Asia Mixed Team Championship 2025,2025-02-11,R3,Loss,57372,1
1057,3417,69560,Hariharan AMSAKARUNAN,84731,Pannawat JAMTUBTIM,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R32,Win,69560,1
1062,3416,69560,Hariharan AMSAKARUNAN,77262,Min Hyuk KANG,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R16,Loss,69560,1
1063,2014,70595,Shriyanshi VALISHETTY,69463,Pitchamon OPATNIPUTH,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R32,Loss,70595,1
1088,1861,91807,Rakshitha Sree SANTHOSH RAMRAJ,53807,Thamonwan NITHIITTIKRAI,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,QF,Loss,91807,2
1089,1862,91807,Rakshitha Sree SANTHOSH RAMRAJ,61614,Ciou-Tong TUNG,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R16,Win,91807,2
1091,1863,91807,Rakshitha Sree SANTHOSH RAMRAJ,79082,Luo Yu WU,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R32,Win,91807,2
1137,76,68322,Ayush SHETTY,82372,Jing Hong KOK,5221,PRINCESS SIRIVANNAVARI Thailand Masters 2025,2025-01-28,R32,Loss,68322,1
1149,1864,91807,Rakshitha Sree SANTHOSH RAMRAJ,82070,Tomoka MIYAZAKI,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Loss,91807,1
1151,4669,57372,DHRUV KAPILA,63571,Adnan MAULANA,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Win,57372,2
1152,9,68870,Lakshya SEN,74076,Takuma OBAYASHI,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Win,68870,2
1153,3384,72435,Satwiksairaj RANKIREDDY,75829,Zhi  Ray CHEN,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Win,72435,1
1154,1755,73173,V. Sindhu PUSARLA,75678,Thuy Linh NGUYEN,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Loss,73173,2
1156,66,68322,Ayush SHETTY,93627,Srikanth KIDAMBI,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,Qual. QF,Win,68322,2
1157,4674,57372,DHRUV KAPILA,72675,Pang Ron HOO,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R16,Loss,57372,2
1158,77,68322,Ayush SHETTY,57945,Yu Qi SHI,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Loss,68322,1
1161,1831,74481,Anupama UPADHYAYA,83802,Gregoria Mariska TUNJUNG,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Loss,74481,2
1164,8,68870,Lakshya SEN,85394,Kenta NISHIMOTO,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R16,Loss,68870,1
1166,123,69093,Priyanshu RAJAWAT,62063,Kodai NARAOKA,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R32,Loss,69093,1
1167,3383,72435,Satwiksairaj RANKIREDDY,73633,Kittinupong KEDREN,5234,DAIHATSU Indonesia Masters 2025,2025-01-21,R16,Loss,72435,2
1172,4133,71612,Treesa JOLLY,79558,Arisa IGARASHI,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Loss,71612,2
1173,56,83950,H. S. PRANNOY,94397,Li  Yang SU,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Loss,83950,1
1175,3386,72435,Satwiksairaj RANKIREDDY,96604,Kenya MITSUHASHI,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R16,Win,72435,1
1179,1,68870,Lakshya SEN,86114,Chun-Yi LIN,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Loss,68870,1
1180,3374,72435,Satwiksairaj RANKIREDDY,78409,Wei Chong MAN,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Win,72435,1
1183,1763,73173,V. Sindhu PUSARLA,83802,Gregoria Mariska TUNJUNG,5268,YONEX-SUNRISE India Open 2025,2025-01-14,QF,Loss,73173,1
1194,4682,57372,DHRUV KAPILA,64394,Cheng Kuan CHEN,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Win,57372,1
1195,123,69093,Priyanshu RAJAWAT,62063,Kodai NARAOKA,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Loss,69093,2
1197,3378,72435,Satwiksairaj RANKIREDDY,90768,Sze Fei GOH,5268,YONEX-SUNRISE India Open 2025,2025-01-14,SF,Loss,72435,2
1199,4680,57372,DHRUV KAPILA,64944,Hiroki MIDORIKAWA,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R16,Loss,57372,1
1200,1865,91807,Rakshitha Sree SANTHOSH RAMRAJ,74481,Anupama UPADHYAYA,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Loss,91807,2
1204,1833,74481,Anupama UPADHYAYA,91807,Rakshitha Sree SANTHOSH RAMRAJ,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R32,Win,74481,2
1207,3385,72435,Satwiksairaj RANKIREDDY,74816,YONG JIN,5268,YONEX-SUNRISE India Open 2025,2025-01-14,QF,Win,72435,2
1208,1832,74481,Anupama UPADHYAYA,82070,Tomoka MIYAZAKI,5268,YONEX-SUNRISE India Open 2025,2025-01-14,R16,Loss,74481,2
1219,129,69093,Priyanshu RAJAWAT,95476,Shi Feng LI,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Loss,69093,1
1220,1834,74481,Anupama UPADHYAYA,84062,Pornpawee CHOCHUWONG,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Loss,74481,1
1222,4683,57372,DHRUV KAPILA,88094,Sung Hyun KO,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Win,57372,2
1223,4135,71612,Treesa JOLLY,99988,Ornnicha JONGSATHAPORNPARN,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Win,71612,1
1227,11,68870,Lakshya SEN,77848,Yu Jen CHI,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Loss,68870,2
1228,57,83950,H. S. PRANNOY,95476,Shi Feng LI,5222,PETRONAS Malaysia Open 2025,2025-01-07,R16,Loss,83950,1
1229,58,83950,H. S. PRANNOY,63122,Brian YANG,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Win,83950,2
1230,3387,72435,Satwiksairaj RANKIREDDY,61444,Won Ho KIM,5222,PETRONAS Malaysia Open 2025,2025-01-07,SF,Loss,72435,2
1231,3389,72435,Satwiksairaj RANKIREDDY,70443,Nur Mohd Azriyn Ayub AZRIYN,5222,PETRONAS Malaysia Open 2025,2025-01-07,R16,Win,72435,2
1232,4134,71612,Treesa JOLLY,65144,Yi Fan JIA,5222,PETRONAS Malaysia Open 2025,2025-01-07,R16,Loss,71612,2
1233,3388,72435,Satwiksairaj RANKIREDDY,84064,Yew Sin ONG,5222,PETRONAS Malaysia Open 2025,2025-01-07,QF,Win,72435,1
1234,3390,72435,Satwiksairaj RANKIREDDY,58986,Ming Che LU,5222,PETRONAS Malaysia Open 2025,2025-01-07,R32,Win,72435,2
1235,4666,57372,DHRUV KAPILA,58931,Xing CHENG,5222,PETRONAS Malaysia Open 2025,2025-01-07,R16,Loss,57372,2
1388,4137,71612,Treesa JOLLY,85551,Pearly TAN,4768,HSBC BWF World Tour Finals 2024,2024-12-11,R2,Win,71612,2
1389,4136,71612,Treesa JOLLY,65212,Nami MATSUYAMA,4768,HSBC BWF World Tour Finals 2024,2024-12-11,R3,Loss,71612,1
1390,4125,71612,Treesa JOLLY,81599,Sheng Shu LIU,4768,HSBC BWF World Tour Finals 2024,2024-12-11,R1,Loss,71612,1
1391,2016,70595,Shriyanshi VALISHETTY,86261,Sin Yan Happy LO,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,QF,Win,70595,1
1395,2018,70595,Shriyanshi VALISHETTY,74073,FLORA ENGINEER,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,70595,1
1397,2015,70595,Shriyanshi VALISHETTY,99042,Tanvi SHARMA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,SF,Loss,70595,2
1401,2017,70595,Shriyanshi VALISHETTY,81585,Wang DAI,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Win,70595,1
1407,1991,99042,Tanvi SHARMA,74481,Anupama UPADHYAYA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,99042,1
1408,1990,99042,Tanvi SHARMA,73746,Saloni Samirbhai MEHTA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Win,99042,2
1410,1989,99042,Tanvi SHARMA,58664,Anmol KHARB,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,QF,Win,99042,2
1411,1988,99042,Tanvi SHARMA,70595,Shriyanshi VALISHETTY,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,SF,Win,99042,2
1412,1987,99042,Tanvi SHARMA,89700,Yan Yan CAI,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,Final,Loss,99042,1
1420,79,68322,Ayush SHETTY,79164,Sathish Kumar KARUNAKARAN,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,QF,Loss,68322,1
1469,3418,69560,Hariharan AMSAKARUNAN,67527,Xu Jun CHEN,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Loss,69560,1
1479,1918,58664,Anmol KHARB,99042,Tanvi SHARMA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,QF,Loss,58664,2
